Income,Age,Dependents,Occupation,City_Tier,Desired_Savings_Percentage,Desired_Savings,Disposable_Income,Expenses
47975.14463566101,64,3,Student,Tier_2,12.00013803700634,5757.0835797327645,8240.344391762119,39734.80024389889
173046.7661114086,23,0,Retired,Tier_2,23.358479162684723,40421.09280383315,64356.67773588677,108690.08837552182
13582.311504922229,46,2,Retired,Tier_2,6.458696988957788,877.2403441992792,4636.805268891565,8945.506236030664
19070.81580091953,44,0,Self_Employed,Tier_2,7.496476962952059,1429.6393131629536,7557.475474982077,11513.340325937454
32489.549173553245,60,0,Student,Tier_1,7.370728776221436,2394.716550199703,4700.295832390104,27789.25334116314
20053.76383079636,19,0,Professional,Tier_2,5.2771247114291295,1058.2621266865913,7522.772563632085,12530.991267164274
8676.92008517976,39,1,Self_Employed,Tier_1,7.261811821880284,0.0,-26.85909370259651,8703.779178882356
31691.476401904365,26,0,Professional,Tier_2,5.580847297608272,1768.6529043478429,11780.309858476608,19911.166543427757
12824.461612984349,28,4,Retired,Tier_3,5.263567068738557,675.0241382040617,5105.806449943846,7718.655163040501
43819.16707748672,33,2,Retired,Tier_1,11.4402158458227,4140.202797355771,4140.202797355771,39678.964280130946
14377.40668557377,62,1,Retired,Tier_2,6.504488031983634,935.1766971727608,4392.487608443982,9984.919077129787
103662.96398390444,30,4,Professional,Tier_1,22.567686790661437,23148.837025421293,23148.837025421293,80514.12695848315
16032.12862349986,35,2,Student,Tier_3,7.699859441056498,1234.4513694188752,5994.891018639302,10037.237604860558
23185.988881142574,42,1,Self_Employed,Tier_2,9.75744368808529,2262.3598086032034,7170.694954064089,16015.293927078485
57513.00841713571,50,2,Retired,Tier_3,12.535330339874871,7209.445593488002,21425.969454203838,36087.038962931874
11206.634046378304,27,3,Retired,Tier_2,6.2555475170250645,701.0363178303035,2650.4257800250853,8556.208266353218
35987.27232246053,47,2,Student,Tier_1,9.915521219062128,3568.3256232952463,6884.876961501755,29102.395360958773
85362.90041943021,18,3,Self_Employed,Tier_3,13.368045599378355,11411.351453021369,21806.39181966998,63556.50859976024
8291.333345353552,50,3,Student,Tier_2,6.091513350489186,505.0676776657733,2475.7371546577288,5815.596190695825
34775.19928491558,32,2,Student,Tier_2,5.825225953777625,2025.7339342227936,11417.992760688128,23357.20652422745
36932.93192247234,46,3,Retired,Tier_2,5.897857496578173,2178.2516940956484,10825.062960604797,26107.86896186755
56073.07097903448,19,1,Retired,Tier_1,11.498901083888036,6447.786966577504,9599.316402917786,46473.7545761167
11152.200279914256,28,3,Student,Tier_2,8.449682743017014,942.32554251861,3285.9794507530714,7866.220829161184
10431.521036256545,51,0,Professional,Tier_2,5.01077098046459,522.699628905802,3908.485737521836,6523.035298734707
45547.2675579439,58,1,Retired,Tier_3,13.363454872167692,6086.688545611309,10070.05916830316,35477.20838964075
38045.58782338735,36,1,Self_Employed,Tier_1,8.399532569203444,3195.65154037032,6263.309890089411,31782.27793329794
36656.53284383594,19,1,Retired,Tier_2,9.688257353769329,3551.379238879804,10910.78809298698,25745.744750848964
39581.266939873545,37,0,Professional,Tier_3,7.283367885391181,2882.8492849297068,9450.343660391114,30130.92327948243
17412.313082925248,58,0,Professional,Tier_1,8.620021114073236,1500.9450641966928,5151.707184474553,12260.605898450694
36125.54884979018,48,0,Student,Tier_1,7.67296161812714,2771.899497582171,11607.647051765714,24517.901798024468
37926.70040801586,21,0,Student,Tier_1,8.935922534444515,2672.76748831397,2672.76748831397,35253.93291970189
16940.653185403247,46,0,Professional,Tier_2,7.746848594460431,1312.3667531858275,7361.121573345232,9579.531612058016
133462.0263522427,47,4,Self_Employed,Tier_2,16.77818473291986,22392.50532967747,41901.06896741103,91560.95738483168
43827.59835540575,30,4,Student,Tier_3,11.292650403244473,4949.297462414094,14469.525174020137,29358.07318138561
11566.9811178916,32,0,Professional,Tier_2,9.363540224428448,1083.0789297258234,3951.895114540346,7615.0860033512545
50726.08465703511,37,1,Self_Employed,Tier_2,10.140764014312683,5144.012538770405,17911.39249935148,32814.69215768363
13755.682967887136,51,3,Self_Employed,Tier_3,7.814928528857135,1074.9967925965536,5351.175325060694,8404.507642826442
56309.60163009696,45,3,Professional,Tier_1,14.54360458699144,8189.445805591387,11182.237816192011,45127.36381390495
75798.1468809097,37,4,Professional,Tier_2,13.03836830224097,9882.841556606583,16166.06990991169,59632.07697099801
15559.19102909732,42,0,Self_Employed,Tier_2,5.867906702365471,912.9988132302489,5448.56759699736,10110.623432099961
64838.417157568656,44,2,Self_Employed,Tier_1,10.923748095006172,7082.785359082061,12397.145043297469,52441.27211427119
41738.42315779588,47,3,Professional,Tier_3,11.502773150173446,4801.07613230072,14741.150491641009,26997.27266615487
57907.41891732699,58,3,Professional,Tier_2,10.180390629507215,5895.201449249045,9159.558121649672,48747.86079567733
136815.28997765883,37,1,Retired,Tier_3,19.42944538943157,26582.452050601667,48224.04386426105,88591.24611339778
24652.71136245552,18,3,Self_Employed,Tier_3,9.894338999188566,2439.2228346928277,5205.248745766319,19447.462616689198
16415.21174210475,52,4,Student,Tier_2,8.395815210547475,1378.190844287206,4628.379592061647,11786.832150043105
14725.575882805526,60,0,Retired,Tier_3,9.708016077295294,1429.561274177079,6629.3541103345215,8096.221772471004
15619.953284996349,41,0,Retired,Tier_2,9.586286344092573,1497.373448713244,6555.004342656985,9064.948942339362
28205.4723513678,42,3,Self_Employed,Tier_3,5.9988851805753,1692.0139009974666,6795.335947543554,21410.136403824246
39413.91637844296,57,2,Self_Employed,Tier_1,9.355994859539384,3687.563990310274,8487.982607469508,30925.933770973454
37432.90090783165,29,4,Retired,Tier_1,8.58625446133911,3214.0841242073434,6351.625264916536,31081.275642915116
58145.23782202365,28,3,Self_Employed,Tier_1,11.980683887855688,6966.197139298558,10621.248845956878,47523.98897606677
30313.673918754943,47,4,Self_Employed,Tier_1,8.731140812629215,2646.729555327751,5996.000896575068,24317.67302217988
95968.944408596,30,2,Student,Tier_2,14.220290712222416,13647.062888353468,32940.101564974764,63028.842843621234
24275.604476737608,64,4,Professional,Tier_1,5.269036545002937,1279.0904713996736,3840.287845253712,20435.316631483893
264365.5263268633,42,4,Retired,Tier_1,22.158678822120716,53503.730969709926,53503.730969709926,210861.7953571534
49488.05166210642,42,4,Self_Employed,Tier_1,11.09748109281496,4640.644200096212,4640.644200096212,44847.40746201021
15111.73110445011,34,0,Professional,Tier_2,9.071927512410989,1370.9252916661785,6625.92215779174,8485.80894665837
12736.64642076484,29,2,Professional,Tier_1,5.049865136025098,643.1834671009922,2596.69623865274,10139.950182112101
44131.56622687866,28,0,Professional,Tier_2,11.472225740465362,5062.872900350492,12277.67213830968,31853.89408856898
25088.941049298373,27,1,Self_Employed,Tier_1,8.403735885165126,2108.408342167811,4324.882432331331,20764.058616967042
53111.72836037828,34,3,Retired,Tier_2,13.301622387562116,7064.721550005254,10313.681965907548,42798.04639447073
43806.730997652885,62,0,Retired,Tier_1,13.7623630081358,6028.841341894539,9102.154292733663,34704.576704919215
28302.050321184077,33,4,Self_Employed,Tier_1,7.846391928448696,2220.689791986876,6850.658311474177,21451.392009709896
15237.544377760249,37,1,Self_Employed,Tier_2,8.129962558887577,1238.806652805787,4271.346232474942,10966.198145285305
8929.135680564452,22,2,Retired,Tier_3,6.986777070534512,623.8588043265928,2804.85994931362,6124.275731250832
20988.72565551974,58,2,Retired,Tier_2,9.670667794919677,2029.749932532391,3610.4291634418696,17378.29649207787
59520.23966348219,49,0,Retired,Tier_3,10.747226980136595,6396.775255755721,26609.130341820608,32911.109321661585
35604.51219818663,44,4,Student,Tier_2,9.565332316789029,3405.6899115282376,9546.315174918656,26058.197023267978
11074.070212613857,21,4,Professional,Tier_2,5.788298913349123,641.0002857802467,1819.2190338912203,9254.851178722636
34458.03208843775,58,2,Student,Tier_3,9.773434132569212,3367.733069543027,7093.660397262676,27364.371691175074
40831.39559789478,24,4,Student,Tier_2,13.121027070968958,5357.498469854201,13550.558394092212,27280.837203802566
14792.368896614018,63,3,Self_Employed,Tier_1,7.114921321634434,1052.465408600011,2718.308205509482,12074.060691104536
33925.85697999153,31,0,Professional,Tier_3,7.198029409178979,2441.993162735789,14010.533195287611,19915.323784703916
31430.047321341564,56,0,Professional,Tier_1,8.249915270739965,2592.952273564156,9857.875285135182,21572.172036206382
12022.995929071622,41,4,Retired,Tier_2,8.322813512239616,1000.6515297607918,2969.0834315270517,9053.91249754457
39941.95478944254,35,2,Self_Employed,Tier_1,5.396322554279522,1441.77748754395,1441.77748754395,38500.17730189859
46984.84029457819,55,3,Self_Employed,Tier_1,14.563779205843108,6842.7684007203725,11078.225870625089,35906.614423953106
71352.92771320956,56,3,Retired,Tier_2,12.64399959478816,4595.961525113758,4595.961525113758,66756.9661880958
69702.69782720495,57,3,Retired,Tier_1,13.224371114103018,5582.241432420284,5582.241432420284,64120.45639478466
9964.82993509134,18,1,Student,Tier_3,9.745733203148696,971.1457396214976,4100.828261138765,5864.001673952576
14167.312149665224,34,4,Retired,Tier_2,8.499185078469356,1204.106080244523,3302.0502019668584,10865.261947698364
45296.31105139688,43,3,Retired,Tier_2,14.136142239825688,6403.1509596193455,12870.127937348543,32426.183114048334
45251.0621315962,39,4,Self_Employed,Tier_2,12.282904854241757,5558.144907157782,6199.085432698856,39051.97669889734
45296.76108507111,56,2,Student,Tier_2,12.756911802817688,5778.467861155565,11610.77893181036,33685.982153260746
654180.0204363137,35,2,Professional,Tier_2,21.359047117258186,137816.16886603448,137816.16886603448,516363.8515702792
47366.24244236168,55,2,Student,Tier_2,11.392631398029572,5396.261408555306,6526.093666160181,40840.148776201495
74414.43142584502,45,1,Self_Employed,Tier_3,12.259283848793403,9122.676372960064,25437.866875868305,48976.56454997671
64353.98071209732,38,2,Professional,Tier_3,13.606501773810084,8756.325527108922,25183.420587074725,39170.56012502259
50517.0237132164,55,4,Student,Tier_1,14.5611564365652,592.5160057407993,592.5160057407993,49924.5077074756
23312.32022741816,50,0,Retired,Tier_3,5.031333996649741,1172.920693009944,10494.656416437689,12817.663810980468
55057.20623520818,47,0,Student,Tier_2,10.830033797596878,5962.714043285661,15482.5918383791,39574.61439682908
16166.435497220573,59,4,Professional,Tier_3,9.950839656353171,1608.6960744761805,3214.3799673000467,12952.055529920524
24822.30133005732,25,0,Student,Tier_2,5.691587469320999,1412.782992098642,9128.981542385896,15693.319787671422
20346.45191058047,47,3,Student,Tier_2,8.574840383498623,1744.6757750375812,4802.418928995621,15544.032981584847
32030.76006650917,56,0,Student,Tier_1,8.571274671021637,2745.4444245164145,8676.039542182389,23354.72052432679
191124.34458604935,26,1,Retired,Tier_2,23.483771767559503,44883.204874831805,58532.02384302663,132592.32074302278
6735.454073693646,50,2,Self_Employed,Tier_2,6.08396212189243,409.78247458098207,859.358994772313,5876.095078921333
51946.04241359216,60,0,Self_Employed,Tier_2,14.423485324030018,7492.429803938875,21633.087880716237,30312.95453287593
8256.697463077475,46,0,Self_Employed,Tier_2,9.610567283698622,793.5154651004979,3532.7725914023586,4723.924871675116
20566.26041293945,48,1,Student,Tier_2,6.204943652726815,1276.1248700959538,3324.996072793463,17241.264340145983
71690.47253696353,20,1,Professional,Tier_2,14.36892194858731,10301.14804340971,25303.426827279545,46387.04570968399
31583.07566631053,55,0,Student,Tier_3,7.6845634068885715,2427.021475423228,8318.803426350449,23264.272239960083
12667.017389487604,28,3,Student,Tier_3,9.736054424022033,1233.2677069408478,3460.500029771738,9206.517359715866
16927.75215182775,22,0,Self_Employed,Tier_2,9.957806706607826,1685.6328390526542,5924.889372067708,11002.862779760042
51669.908983933325,48,3,Self_Employed,Tier_3,12.915504734619672,6673.429541193585,20149.129726217117,31520.77925771621
16724.991140337577,37,2,Retired,Tier_2,9.264045890964145,1549.4108545005604,5897.2863562322655,10827.704784105312
35671.93529114204,21,4,Student,Tier_2,9.734540226146976,3472.4988903613416,4949.372562262055,30722.562728879988
31113.90587781184,25,2,Retired,Tier_1,7.26304811304951,2259.8179537544133,6527.323641236046,24586.582236575796
17812.79650130274,59,0,Retired,Tier_3,7.652167318932838,1363.0649924607003,7795.773565921259,10017.02293538148
166726.15117408367,52,0,Retired,Tier_2,24.59475500283209,41005.888406917344,68537.91643358335,98188.23474050032
49815.81976336856,30,3,Self_Employed,Tier_1,13.00511714240134,3755.029760511388,3755.029760511388,46060.790002857175
5936.283785995151,22,1,Retired,Tier_2,9.63299249890987,571.8417718189158,1932.5802749701088,4003.7035110250426
34825.88156465479,57,3,Student,Tier_2,5.351965111770883,1863.869031206972,12502.993255400415,22322.888309254373
17668.231737007143,36,1,Retired,Tier_3,8.150203217694509,1439.9967915392783,6059.594509161399,11608.637227845744
59331.71876922738,35,1,Self_Employed,Tier_2,12.62772387284346,7492.24561519007,10604.932832770755,48726.785936456625
15913.706643401702,50,1,Student,Tier_2,7.829139727615209,1245.9063289547034,5247.165139240389,10666.541504161312
27368.924528914893,21,1,Student,Tier_2,5.114875546836391,1399.8864281615747,4773.7383790684,22595.186149846493
44933.66112483232,35,0,Professional,Tier_2,11.299729666332452,5077.382236291969,16650.735171330005,28282.925953502312
59967.4273312599,63,4,Self_Employed,Tier_1,13.085484107728414,7847.028173245601,12950.401332602569,47017.02599865734
11484.063090498408,41,4,Professional,Tier_2,9.627392267690688,1105.615801991364,3688.908008393305,7795.155082105103
22956.391466112516,60,2,Self_Employed,Tier_3,9.60357336261754,2204.633895857788,8923.374166209243,14033.01729990327
20516.739886083094,46,2,Self_Employed,Tier_1,5.394589516968278,1106.7938991182882,4235.265459072432,16281.474427010666
17788.1765103946,48,2,Self_Employed,Tier_3,5.678316943574109,1010.0690407426064,5852.554134275282,11935.62237611932
123169.41604424076,45,3,Professional,Tier_2,21.242757016035316,26164.57976834768,41590.44075774629,81578.97528649447
41478.81232305019,26,2,Retired,Tier_1,14.948068017278858,1286.955137442259,1286.955137442259,40191.85718560792
10940.704790632592,62,2,Self_Employed,Tier_1,9.00033721985464,0.0,-25.804631732395137,10966.509422364987
62520.02711822475,43,2,Student,Tier_1,13.769338527161558,8608.594181181576,12528.05681945588,49991.97029876887
