,Unnamed: 0,Income,Age,Dependents,Occupation,City_Tier,Desired_Savings_Percentage,Desired_Savings,Disposable_Income,Expenses,SavingsRate,ExpenseRatio,NetSavings,Financial_Status
82,82,97857.52726506832,36,4,2,1,10.463956923978824,10239.76949988758,30885.020524792897,66972.50674027542,0.1046395692397882,0.6843878913766733,20645.25102490532,0
83,83,19817.813541371783,60,3,1,0,5.972224798297232,1183.5643747981126,1551.5215501644452,18266.29199120734,0.0597222479829723,0.9217107605273672,367.957175366329,0
84,84,15711.650376310075,59,2,2,1,9.900118081174767,1555.4719397560375,3808.490560473503,11903.159815836576,0.0990011808117476,0.7576008586458927,2253.018620717462,0
85,85,20081.354481258342,52,4,3,1,9.616178995616762,1931.05899166211,5318.116323460994,14763.238157797348,0.0961617899561676,0.7351714333600196,3387.057331798884,0
86,86,62397.117214574384,39,1,2,2,13.368464405989338,8341.536405193823,14494.478138628265,47902.63907594612,0.1336846440598934,0.767705964863987,6152.94173343444,1
87,87,39024.8362119663,41,3,1,0,5.129483135848404,2001.7723922852724,3360.137091862998,35664.6991201033,0.051294831358484,0.913897470994826,1358.3646995777258,0
88,88,19636.48309970429,27,0,2,1,7.190465288957129,1411.95450125617,8053.741086331916,11582.742013372375,0.0719046528895712,0.5898582732234166,6641.786585075746,0
89,89,45232.295239346575,19,1,2,0,10.32388619388013,0.0,-522.356919179314,45754.65215852589,0.0,1.0115483177763869,-522.356919179314,0
90,90,32422.72030880969,45,4,3,1,6.632452206864536,2150.4214286471647,9519.63445462503,22903.085854184665,0.0663245220686453,0.7063900140409127,7369.21302597786,0
91,91,65112.293659931616,58,0,3,0,12.582857698713912,8192.987255597916,13449.982334457934,51662.31132547368,0.1258285769871391,0.7934340570967369,5256.995078860018,1
92,92,17108.149117324385,54,1,1,0,6.758158221865022,579.4702421809343,579.4702421809343,16528.67887514345,0.0338710072145758,0.966128992785424,0.0,0
93,93,23082.33633917581,34,2,1,1,5.310850466665019,1225.868367186308,3027.147739675529,20055.188599500285,0.0531085046666502,0.8688543613959134,1801.2793724892174,0
94,94,21922.441959930464,23,4,3,1,7.899424420258838,1731.7467336998172,6266.493490418661,15655.948469511804,0.0789942442025883,0.7141516669597087,4534.746756718842,0
95,95,9303.451154063603,60,0,0,1,7.474997386176714,695.4327305904817,3032.9559137783326,6270.495240285271,0.0747499738617671,0.6739966853640561,2337.52318318785,0
96,96,38019.2877496309,22,2,3,1,5.446402184081981,2070.68331836831,6362.371687914096,31656.916061716805,0.0544640218408198,0.8326541062575308,4291.6883695457855,0
97,97,36967.59061264974,56,0,0,1,7.932353149376452,2932.399838211116,5675.691792852373,31291.89881979737,0.0793235314937645,0.8464684417136388,2743.291954641257,0
98,98,30122.97431746392,24,3,2,1,5.971138287902505,1798.6844529251264,10386.11542494527,19736.85889251865,0.059711382879025,0.6552094983886144,8587.430972020144,0
99,99,24866.65314965845,49,3,1,0,6.367359999699584,0.0,-591.8529404241708,25458.506090082625,0.0,1.023801069523194,-591.8529404241744,0
100,100,9668.766946264592,21,4,2,1,7.6883178745257394,743.3655373758971,2281.7275156568785,7387.039430607713,0.0768831787452574,0.7640104960293416,1538.3619782809817,0
101,101,21427.628129525627,38,0,2,1,9.744996033259593,2088.121511243889,8278.10572661629,13149.52240290934,0.0974499603325959,0.6136713929989437,6189.984215372397,0
102,102,22806.04810259303,59,3,3,1,9.33003244011772,2127.811686280781,7081.179366819284,15724.868735773747,0.0933003244011771,0.689504322056825,4953.367680538503,0
103,103,15789.980073305902,49,1,1,0,7.773868283583794,1227.4922529029286,3438.491068226708,12351.489005079196,0.0777386828358379,0.7822358829926757,2210.998815323777,0
104,104,26368.46562613627,35,1,0,0,6.492960011214844,1712.09392867596,6473.069250055789,19895.39637608048,0.0649296001121484,0.7545147547895347,4760.9753213798285,0
105,105,41447.93524174928,50,3,3,0,14.07816036361893,5835.1067907423885,9450.713708737769,31997.22153301151,0.1407816036361893,0.7719858986071194,3615.6069179953774,1
106,106,135659.2331314692,31,3,3,0,16.83655330800644,19147.2491221464,19147.2491221464,116511.9840093228,0.1411422479706231,0.8588577520293769,0.0,0
107,107,34496.56079364953,23,4,2,2,7.729719615184472,2666.4874262307635,13762.004386474931,20734.5564071746,0.0772971961518447,0.601061553098117,11095.516960244167,0
108,108,36864.08217610173,28,4,0,2,7.72854798818833,2849.058281385203,12663.83461381194,24200.247562289787,0.0772854798818833,0.6564722660578903,9814.776332426738,0
109,109,28265.46238871148,63,1,3,1,9.90085576087604,2798.5226612509914,4358.822112490743,23906.640276220736,0.0990085576087604,0.8457898175325252,1560.2994512397518,0
110,110,6463.561033057167,37,2,1,0,7.704080090313929,497.95791867304655,1626.7298287508538,4836.831204306313,0.0770408009031392,0.7483229723628935,1128.7719100778072,0
111,111,29370.3681873373,46,0,0,2,5.16002413484819,1515.5180869603796,12618.27671367886,16752.09147365844,0.0516002413484819,0.5703739008924278,11102.758626718482,0
112,112,31480.916901903365,52,2,3,1,6.847701791672105,2155.7193107264434,7095.8311288244695,24385.085773078896,0.068477017916721,0.7745989689266183,4940.111818098027,0
113,113,215248.04733458973,33,4,2,0,23.62967965850314,39994.93512677081,39994.93512677081,175253.11220781892,0.1858085851278416,0.8141914148721583,0.0,0
114,114,25721.021373512307,24,2,3,1,5.883353177400271,1513.258528238339,4282.545530118034,21438.47584339428,0.0588335317740027,0.8335001760650055,2769.287001879691,0
115,115,38184.71312437806,57,4,0,1,9.704894170232995,3705.7859979279606,8777.60526478936,29407.1078595887,0.0970489417023299,0.7701277671983996,5071.819266861399,0
116,116,29178.37830246606,53,2,2,0,7.545742186803377,2201.7252009942645,7785.6791991890095,21392.69910327705,0.0754574218680337,0.733169571026811,5583.9539981947455,0
117,117,11778.254019385218,61,1,3,0,8.997316326447171,1059.7267718565663,2246.5593491380623,9531.694670247156,0.0899731632644717,0.8092621074871906,1186.832577281496,0
118,118,74847.71878704197,61,4,0,1,12.194767198692638,9127.505059611902,25420.95535905102,49426.76342799096,0.1219476719869263,0.6603643267822343,16293.45029943911,1
119,119,54748.16257237731,48,1,0,0,13.135346867559774,7191.361057497296,11679.980667134558,43068.18190524275,0.1313534686755977,0.7866598600145973,4488.619609637261,1
120,120,56487.70135339636,59,2,2,0,12.74953801459764,6079.527012035433,6079.527012035433,50408.17434136093,0.1076256754368691,0.8923743245631308,0.0,0
121,121,14493.313683886294,61,3,2,0,8.776239133950172,1271.9678673313842,3343.842702592437,11149.470981293856,0.0877623913395017,0.7692837693625488,2071.874835261053,0
122,122,92151.3957416731,60,3,1,2,14.04841921972583,12945.814390618814,25936.658541786004,66214.7371998871,0.1404841921972583,0.7185429658114574,12990.84415116719,1
123,123,9773.909420660237,60,0,1,1,8.492376261630914,830.0371634734574,4094.2008392344906,5679.708581425744,0.0849237626163091,0.5811091894733432,3264.163675761035,0
124,124,47975.14463566101,64,3,3,1,12.00013803700634,5757.0835797327645,8240.344391762119,39734.80024389889,0.1200013803700634,0.8282372162847659,2483.2608120293544,1
125,125,173046.7661114086,23,0,1,1,23.358479162684723,40421.09280383315,64356.67773588677,108690.08837552182,0.2335847916268472,0.628096616989343,23935.58493205362,1
126,126,13582.311504922229,46,2,1,1,6.458696988957788,877.2403441992792,4636.805268891565,8945.506236030664,0.0645869698895778,0.6586144216165866,3759.564924692286,0
127,127,19070.81580091953,44,0,2,1,7.496476962952059,1429.6393131629536,7557.475474982077,11513.340325937454,0.0749647696295205,0.6037151449694312,6127.836161819121,0
128,128,32489.549173553245,60,0,3,0,7.370728776221436,2394.716550199703,4700.295832390104,27789.25334116314,0.0737072877622143,0.8553289918772963,2305.579282190401,0
129,129,20053.76383079636,19,0,0,1,5.2771247114291295,1058.2621266865913,7522.772563632085,12530.991267164274,0.0527712471142912,0.6248697936653945,6464.510436945495,0
130,130,8676.92008517976,39,1,2,0,7.261811821880284,0.0,-26.85909370259651,8703.779178882356,0.0,1.0030954639940124,-26.85909370259651,0
131,131,31691.476401904365,26,0,0,1,5.580847297608272,1768.6529043478429,11780.309858476608,19911.16654342776,0.0558084729760827,0.6282814435944449,10011.656954128764,0
132,132,12824.461612984349,28,4,1,2,5.263567068738557,675.0241382040617,5105.806449943846,7718.655163040501,0.0526356706873855,0.6018697233438334,4430.782311739786,0
133,133,43819.16707748672,33,2,1,0,11.4402158458227,4140.202797355771,4140.202797355771,39678.96428013095,0.094483831471158,0.905516168528842,0.0,0
134,134,14377.40668557377,62,1,1,1,6.504488031983634,935.1766971727608,4392.487608443982,9984.919077129787,0.0650448803198363,0.6944867941412977,3457.3109112712214,0
135,135,103662.96398390444,30,4,0,0,22.56768679066144,23148.837025421293,23148.837025421293,80514.12695848315,0.2233086546610375,0.7766913453389624,0.0,0
136,136,16032.12862349986,35,2,3,2,7.699859441056498,1234.4513694188752,5994.891018639302,10037.237604860558,0.0769985944105649,0.6260701769912198,4760.439649220427,0
137,137,23185.988881142574,42,1,2,1,9.75744368808529,2262.3598086032034,7170.694954064089,16015.293927078485,0.0975744368808529,0.6907315452093529,4908.3351454608855,0
138,138,57513.00841713571,50,2,1,2,12.535330339874871,7209.445593488002,21425.96945420384,36087.038962931874,0.1253533033987487,0.6274587255320819,14216.523860715832,1
139,139,11206.634046378304,27,3,1,1,6.2555475170250645,701.0363178303035,2650.4257800250853,8556.208266353218,0.0625554751702506,0.763494929070015,1949.3894621947816,0
140,140,35987.27232246053,47,2,3,0,9.915521219062128,3568.3256232952463,6884.876961501755,29102.395360958773,0.0991552121906212,0.8086857792441041,3316.551338206509,0
141,141,85362.90041943021,18,3,2,2,13.368045599378355,11411.351453021369,21806.39181966998,63556.50859976024,0.1336804559937835,0.7445448583339558,10395.040366648604,1
142,142,8291.333345353552,50,3,3,1,6.091513350489186,505.0676776657733,2475.7371546577288,5815.596190695825,0.0609151335048918,0.7014066312934908,1970.6694769919543,0
143,143,34775.19928491558,32,2,3,1,5.825225953777625,2025.7339342227936,11417.992760688128,23357.20652422745,0.0582522595377762,0.6716627655490991,9392.258826465337,0
144,144,36932.93192247234,46,3,1,1,5.897857496578173,2178.2516940956484,10825.062960604797,26107.86896186755,0.0589785749657817,0.7068994418496698,8646.81126650914,0
145,145,56073.07097903448,19,1,1,0,11.498901083888036,6447.786966577504,9599.316402917786,46473.7545761167,0.1149890108388803,0.828807014930448,3151.5294363402745,0
146,146,11152.200279914256,28,3,3,1,8.449682743017014,942.32554251861,3285.9794507530714,7866.220829161184,0.0844968274301701,0.7053514671296474,2343.6539082344616,0
147,147,10431.521036256545,51,0,0,1,5.01077098046459,522.699628905802,3908.485737521836,6523.035298734707,0.0501077098046459,0.6253196706465698,3385.786108616036,0
148,148,45547.2675579439,58,1,1,2,13.363454872167692,6086.688545611309,10070.05916830316,35477.20838964075,0.1336345487216769,0.778909697371147,3983.370622691844,1
149,149,38045.58782338735,36,1,2,0,8.399532569203444,3195.65154037032,6263.309890089411,31782.27793329794,0.0839953256920344,0.8353735545061224,3067.658349719091,0
150,150,36656.53284383594,19,1,1,1,9.688257353769329,3551.379238879804,10910.78809298698,25745.744750848964,0.0968825735376932,0.7023507886174318,7359.408854107175,0
151,151,39581.266939873545,37,0,0,2,7.283367885391181,2882.8492849297068,9450.343660391114,30130.92327948243,0.0728336788539118,0.7612420119157179,6567.494375461407,0
152,152,17412.313082925248,58,0,0,0,8.620021114073236,1500.9450641966928,5151.707184474553,12260.605898450694,0.0862002111407323,0.7041342433977719,3650.762120277861,0
153,153,36125.54884979018,48,0,3,0,7.67296161812714,2771.899497582171,11607.647051765714,24517.901798024468,0.0767296161812714,0.6786859322184905,8835.747554183543,0
154,154,37926.70040801586,21,0,3,0,8.935922534444515,2672.76748831397,2672.76748831397,35253.93291970189,0.0704719224071777,0.9295280775928224,0.0,0
155,155,16940.653185403247,46,0,0,1,7.746848594460431,1312.3667531858275,7361.121573345232,9579.531612058016,0.0774684859446043,0.5654759298367626,6048.7548201594045,0
156,156,133462.0263522427,47,4,2,1,16.77818473291986,22392.50532967747,41901.06896741103,91560.95738483168,0.1677818473291986,0.6860450113590912,19508.56363773356,1
157,157,43827.59835540575,30,4,3,2,11.292650403244473,4949.297462414094,14469.525174020137,29358.07318138561,0.1129265040324447,0.6698535690529013,9520.227711606049,0
158,158,11566.9811178916,32,0,0,1,9.363540224428448,1083.0789297258234,3951.895114540346,7615.0860033512545,0.0936354022442844,0.6583468863429175,2868.816184814523,0
159,159,50726.08465703511,37,1,2,1,10.140764014312683,5144.012538770405,17911.39249935148,32814.69215768363,0.1014076401431268,0.6468997632982624,12767.379960581076,0
160,160,13755.682967887136,51,3,2,2,7.814928528857135,1074.9967925965536,5351.175325060694,8404.507642826442,0.0781492852885713,0.6109843955001654,4276.1785324641405,0
161,161,56309.60163009696,45,3,0,0,14.54360458699144,8189.445805591387,11182.237816192011,45127.36381390495,0.1454360458699144,0.8014150785571318,2992.7920106006186,1
162,162,75798.1468809097,37,4,0,1,13.03836830224097,9882.841556606583,16166.06990991169,59632.07697099801,0.1303836830224097,0.7867220957880274,6283.228353305107,1
163,163,15559.19102909732,42,0,2,1,5.867906702365471,912.9988132302489,5448.56759699736,10110.62343209996,0.0586790670236547,0.6498167811676091,4535.568783767111,0
164,164,64838.417157568656,44,2,2,0,10.923748095006172,7082.785359082061,12397.145043297469,52441.27211427119,0.1092374809500617,0.8087993879744128,5314.359684215406,0
165,165,41738.42315779588,47,3,0,2,11.502773150173446,4801.07613230072,14741.150491641009,26997.27266615487,0.1150277315017344,0.6468206181170104,9940.074359340288,0
166,166,57907.41891732699,58,3,0,1,10.180390629507215,5895.201449249045,9159.558121649672,48747.86079567733,0.1018039062950721,0.8418240996939176,3264.35667240062,0
167,167,136815.28997765883,37,1,1,2,19.42944538943157,26582.452050601667,48224.04386426105,88591.24611339778,0.1942944538943157,0.647524455255434,21641.591813659383,1
168,168,24652.71136245552,18,3,2,2,9.894338999188566,2439.222834692828,5205.248745766319,19447.4626166892,0.0989433899918856,0.7888569468389763,2766.025911073491,0
169,169,16415.21174210475,52,4,3,1,8.395815210547475,1378.190844287206,4628.379592061647,11786.832150043105,0.0839581521054747,0.7180432598264981,3250.188747774441,0
170,170,14725.575882805526,60,0,1,2,9.708016077295294,1429.561274177079,6629.3541103345215,8096.221772471004,0.0970801607729529,0.5498068012351655,5199.792836157442,0
171,171,15619.953284996349,41,0,1,1,9.586286344092573,1497.373448713244,6555.004342656985,9064.948942339362,0.0958628634409257,0.5803441775364747,5057.630893943742,0
